"","University","Department","Professor","Course","Difficulty","Rating","Comments","Date","Unhelpful","Helpful","Grade"
"4418","Kalamazoo College","Languages","Rosalee Bundy","JAPN101","1.0","5.0","I've had Bundy-sensei for Japanese and I like her a lot. I find her to be quite pleasant, and I think she does a really good job of teaching the course. Her sense of humor can seem a little demeaning on and off, but that's just her personality - she's not trying to be mean. If you put in the effort, you'll ace the course pretty easily.",2013-03-11,"0","0",NA
"4419","Kalamazoo College","Languages","Rosalee Bundy","SEMN170","3.0","3.0","Along with all the other reviews, she is intimidating at first. But once you get to know her she's very funny and cute (like a teddy bear). She places a lot of emphasis on grammar in your writing, and being concise and just saying what you mean. Overall, she is an excellent professor!",2012-10-31,"0","0",NA
"4420","Kalamazoo College","Languages","Rosalee Bundy","JAPN240","2.0","3.0","Though she is seems strict and unapproachable, she is a fairly easy grader.  She cares a lot about punctuality, so always be on time for class.  Deep down, she really cares about her students and wants them to succeed.",2011-10-11,"0","0",NA
"4421","Kalamazoo College","Languages","Rosalee Bundy","JAPN101","4.0","3.0","Bundy can seem mean if you don't get her sense of humor, I guess.  She's also not a fan of review, which can be irksome. She is, however, a fan of mornings, which sucks. Overall though, she really tries to get her students to have a good understanding of the basics of the language, which is all you can ask.",2010-08-19,"0","1",NA
"4422","Kalamazoo College","Languages","Rosalee Bundy","JAPN101","2.0","3.5","She is interesting. Maybe too easy on grades. She really does try to give people good grades if they show up and care about what they are doing. She teases, but was never outright mean.",2010-01-01,"0","0",NA
"4423","Kalamazoo College","Languages","Rosalee Bundy","JAPN101","3.0","4.0","Bundy Rocks",2007-05-11,"0","0",NA
"4424","Kalamazoo College","Languages","Rosalee Bundy","JAPN101","2.0","5.0","she is my favorite!!!!!!",2006-01-04,"0","0",NA
"4425","Kalamazoo College","Languages","Rosalee Bundy","JAPANESE103","2.0","3.0","No Comments",2005-09-07,"0","0",NA
"4426","Kalamazoo College","Languages","Rosalee Bundy","JAPANESELIT","4.0","2.5","Very rude, never listened to anybodies ideas, made an interesting subject not very fun to go to class for",2005-09-06,"0","0",NA
"4427","Kalamazoo College","Languages","Rosalee Bundy","ALOT","3.0","1.0","Her feedback was never helpful.  She rambled and didn't teach much.  She could go so much deeper into subjects, but chose to only skim the surface.  She picks on people and can be quite mean.  condescending.  I always hesitated to talk or ask questions because I was afraid of what rude comment she would make.",2005-05-30,"0","0",NA
"4428","Kalamazoo College","Languages","Rosalee Bundy","JAPANESE1","1.0","4.0","very fun and dynamic class. she followed the text book a bit too much, but overall i enjoyed her teaching a lot.",2004-12-20,"0","0",NA
"4429","Kalamazoo College","Languages","Rosalee Bundy","JPSE101","2.0","3.5","She is a really nice, tiny woman. I think she teaches well. Very much into class participation.",2004-12-06,"0","0",NA
"4430","Kalamazoo College","Languages","Rosalee Bundy","JAPN103","2.0","3.5","She's nice to you if you don't slack off.  Also, Japanese is at 8:30, 4 days a week for the first the quarters; if you can resign yourself to getting up that early that often you'll survive.",2004-04-06,"0","0",NA
"4431","Kalamazoo College","Languages","Rosalee Bundy","JAPN103","3.0","3.0","She's extremely intelligent, but not very skilled at conveying her ramblings. She's your classic aloof prof. She tends to pick on students, so stay on her good side.",2003-04-21,"0","0",NA
"4432","Kalamazoo College","Languages","Rosalee Bundy","SEMINAR","2.0","5.0","I had her for seminar last year.  My writing used to really suck but now it only kind of sucks.  All thanks to her!",2003-04-09,"0","0",NA
"4433","Kalamazoo College","Languages","Rosalee Bundy","SEMINAR","2.0","2.0","No Comments",2003-02-26,"0","0",NA
"4434","Kalamazoo College","Languages","Rosalee Bundy","JA202","1.0","1.5","She is still teaching Japanese? Intelligent, yes, but a good prof she's not.",2003-02-21,"0","0",NA
"4435","Kalamazoo College","Languages","Rosalee Bundy","WRIT130","3.0","4.0","I like her enough",2003-01-24,"0","0",NA
"4436","Kalamazoo College","Languages","Janet Solberg","SEMN149","3.0","5.0","Professor Solberg gave me the confidence I needed to excell in her class- she is an amazing discussion leader and classes are constantly exciting. If you show that you care, she will do the same.",2016-01-03,"0","0",4
"4437","Kalamazoo College","Languages","Janet Solberg","FREN102202","2.0","4.5","I had Mme Solberg for every French class I took at K, and I loved her. She is an amazing prof, keeps things fun, always has a smile on her face, and really does care about her students and their lives. I wish I could've taken more classes with her! Don't even hesitate to take a class with her!",2013-05-01,"0","0",NA
"4438","Kalamazoo College","Languages","Janet Solberg","FREN202","3.0","4.5","She is absolutely amazing! It's funny because she doesn't wear shoes during class time. She is so energetic and quirky! I just LOVE her!! Her teaching methods are great and you can ALWAYS approach her for help. Elle est merveilleuse!",2012-06-09,"0","0",NA
"4439","Kalamazoo College","Languages","Janet Solberg","FREN201","1.0","5.0","I loved the quarters of French Class I took with her.",2011-09-09,"0","0",NA
"4440","Kalamazoo College","Languages","Janet Solberg","FRENCALL","4.0","5.0","I *love* Madame Solberg ! I completed my entire French minor through taking courses with her because I couldn't get enough.. her French is beautiful, she leads interesting discussions and picks great material to work from, and really cares about students.  I will never forget her or what I've learned from her !!",2010-07-23,"0","0",NA
"4441","Kalamazoo College","Languages","Janet Solberg","GERM101","5.0","2.0","I didn't like her teaching methods at all.",2009-03-09,"0","0",NA
"4442","Kalamazoo College","Languages","Janet Solberg","FREN495","4.0","5.0","tres bien",2006-08-25,"0","0",NA
"4443","Kalamazoo College","Languages","Janet Solberg","MANY","3.0","5.0","I've had her in English and French. She's simply amazing. She's one of the sources of light in the hopeful ""lux esto"" motto.",2004-12-19,"0","0",NA
"4444","Kalamazoo College","Languages","Janet Solberg","FREN","4.0","4.0","Her personality makes class fun - she really knows her stuff.",2004-10-10,"0","0",NA
"4445","Kalamazoo College","Languages","Janet Solberg","FREALL","2.0","5.0","Dr. Solberg is by far the most lovable professor in the French department.  She is a good teacher, as well.  I think she excels in literature as opposed to grammar.",2003-11-11,"0","0",NA
"4446","Kalamazoo College","Languages","Janet Solberg","FREN301","4.0","5.0","she is totally my favorite prof on this campus!",2003-05-26,"0","0",NA
"4447","Kalamazoo College","Languages","Janet Solberg","FRENCH","4.0","5.0","Dr. Solberg is a *fantastic* professor -- top notch.  She is always very helpful, and makes French interesting.  You won't go wrong taking a class (or classes) from her!",2003-05-16,"0","0",NA
"4448","Kalamazoo College","Languages","Janet Solberg","FRENCHLIT","3.0","5.0","my favorite teacher at K!",2003-04-26,"0","0",NA
"4449","Kalamazoo College","Languages","Janet Solberg","FREN480","4.0","5.0","She is amazing! So fun! So energetic!  It rubs off",2003-04-11,"0","0",NA
"4450","Kalamazoo College","Languages","Janet Solberg","FREN301","4.0","5.0","Lit classes should *never* be this fun.",2001-05-17,"0","0",NA
"4451","Emerson College","Fine Arts","Dan Hnatio","STUDIOTV","2.0","4.5","love him!",2006-01-18,"0","0",NA
"4452","Emerson College","Fine Arts","Dan Hnatio","ADVIDPROD","3.0","5.0","Probably the best video proff I have seen. But only if you actually want to do work and learn. Not an artsy fartsy guy but can teach you a heck of a lot if you let him.",2005-08-09,"0","0",NA
